Sucursal,Cajero,ID_Transaccion,Transaccion,Tiempo_Servicio_seg,Satisfaccion,Monto
85,357,10,Cobrar cheque (Cta del Bco),207.5572457,Malo,1999.3
85,357,10,Cobrar cheque (Cta del Bco),204.5369977,Bueno,2172.6
85,357,10,Cobrar cheque (Cta del Bco),187.4158464,Muy Malo,1566.01
85,357,10,Cobrar cheque (Cta del Bco),352.9199841,Muy Bueno,2389.65
85,357,10,Cobrar cheque (Cta del Bco),71.48476975,Malo,1720.35
85,357,10,Cobrar cheque (Cta del Bco),143.660111,Bueno,2087.93
85,357,10,Cobrar cheque (Cta del Bco),103.706861,Malo,943.53
85,357,10,Cobrar cheque (Cta del Bco),242.4440331,Malo,3148.07
85,357,10,Cobrar cheque (Cta del Bco),122.7603025,Regular,1658.41
85,357,10,Cobrar cheque (Cta del Bco),164.0717749,Malo,2310.25
85,357,10,Cobrar cheque (Cta del Bco),352.553667,Muy Bueno,2901.74
85,357,10,Cobrar cheque (Cta del Bco),179.5203814,Malo,2139.2
85,357,10,Cobrar cheque (Cta del Bco),109.6533112,Muy Bueno,2105.29
85,357,10,Cobrar cheque (Cta del Bco),124.2552693,Regular,2530.44
85,357,10,Cobrar cheque (Cta del Bco),166.1386861,Muy Malo,1833.2
85,357,10,Cobrar cheque (Cta del Bco),271.7845133,Regular,2719.41
85,357,10,Cobrar cheque (Cta del Bco),90.82172679,Muy Malo,2085.68
85,472,2,Cobro/Pago (Cta externa),377.0681577,Muy Bueno,1806.41
85,472,2,Cobro/Pago (Cta externa),113.5672758,Bueno,770.79
85,472,2,Cobro/Pago (Cta externa),190.8245937,Muy Bueno,2849.12
85,472,2,Cobro/Pago (Cta externa),247.0591446,Bueno,3479.08
85,472,2,Cobro/Pago (Cta externa),519.0517023,Regular,3048.29
85,472,2,Cobro/Pago (Cta externa),95.21455666,Muy Bueno,2379.56
85,472,2,Cobro/Pago (Cta externa),99.40451892,Regular,175.32
85,472,2,Cobro/Pago (Cta externa),250.5372588,Regular,2510.79
85,472,2,Cobro/Pago (Cta externa),752.6446002,Muy Bueno,2818.25
85,472,2,Cobro/Pago (Cta externa),202.6560675,Muy Bueno,809.09
85,472,2,Cobro/Pago (Cta externa),267.4340929,Muy Bueno,2718.23
85,472,2,Cobro/Pago (Cta externa),294.2051969,Muy Bueno,2805.01
85,472,2,Cobro/Pago (Cta externa),286.0914252,Bueno,2891.91
85,472,2,Cobro/Pago (Cta externa),404.1806935,Bueno,2488.13
85,472,2,Cobro/Pago (Cta externa),79.3344111,Muy Bueno,1654.57
85,472,2,Cobro/Pago (Cta externa),150.7552212,Regular,2338.55
85,472,2,Cobro/Pago (Cta externa),306.7639721,Muy Bueno,2498.78
85,472,2,Cobro/Pago (Cta externa),290.1244577,Muy Bueno,3135.87
85,472,2,Cobro/Pago (Cta externa),416.5149736,Regular,3226.31
85,472,2,Cobro/Pago (Cta externa),321.0957536,Regular,2736.73
85,472,2,Cobro/Pago (Cta externa),181.6953051,Muy Bueno,1481.38
85,472,2,Cobro/Pago (Cta externa),507.6480562,Muy Bueno,4781.51
85,472,2,Cobro/Pago (Cta externa),175.8305916,Muy Bueno,1708.5
85,472,2,Cobro/Pago (Cta externa),369.2535033,Muy Bueno,2367.16
85,472,2,Cobro/Pago (Cta externa),204.4556142,Muy Bueno,2135.7
85,472,2,Cobro/Pago (Cta externa),202.9579415,Regular,1999.78
85,472,2,Cobro/Pago (Cta externa),291.8447394,Muy Bueno,3110.04
85,472,2,Cobro/Pago (Cta externa),136.8072731,Muy Bueno,2178.01
85,472,2,Cobro/Pago (Cta externa),354.0163994,Muy Bueno,2409.85
85,472,2,Cobro/Pago (Cta externa),188.1015888,Muy Bueno,2384.18
85,472,2,Cobro/Pago (Cta externa),125.7499908,Bueno,2715.76
85,472,2,Cobro/Pago (Cta externa),329.6571054,Muy Bueno,2592.53
85,472,2,Cobro/Pago (Cta externa),337.7708442,Bueno,3131.19
85,472,2,Cobro/Pago (Cta externa),345.0891087,Bueno,2400.57
85,472,2,Cobro/Pago (Cta externa),282.1799934,Muy Bueno,2222.41
85,472,2,Cobro/Pago (Cta externa),406.3210167,Muy Bueno,4329.55
85,472,2,Cobro/Pago (Cta externa),476.1208976,Bueno,4488.54
85,472,2,Cobro/Pago (Cta externa),225.9540893,Bueno,2164.61
85,472,2,Cobro/Pago (Cta externa),255.9518542,Bueno,2746.49
85,472,2,Cobro/Pago (Cta externa),235.5014713,Muy Bueno,3454.22
85,472,2,Cobro/Pago (Cta externa),252.9200358,Muy Bueno,2209.95
85,472,2,Cobro/Pago (Cta externa),400.7265788,Muy Bueno,3735.26
85,472,2,Cobro/Pago (Cta externa),129.8648633,Muy Bueno,1171.97
85,472,2,Cobro/Pago (Cta externa),264.5781587,Bueno,3033.38
85,472,2,Cobro/Pago (Cta externa),255.3938228,Muy Bueno,3038.52
85,472,2,Cobro/Pago (Cta externa),196.2608843,Regular,821.5
85,472,2,Cobro/Pago (Cta externa),323.9548764,Regular,3031.58
85,472,2,Cobro/Pago (Cta externa),202.6306948,Muy Bueno,3141.27
85,472,2,Cobro/Pago (Cta externa),292.3627073,Bueno,2386.39
85,472,2,Cobro/Pago (Cta externa),180.4558701,Bueno,3445.32
85,472,2,Cobro/Pago (Cta externa),341.4442175,Regular,2063.07
85,472,2,Cobro/Pago (Cta externa),505.1436688,Regular,2337
85,472,2,Cobro/Pago (Cta externa),105.8238184,Bueno,1126.98
85,472,2,Cobro/Pago (Cta externa),388.5171182,Muy Bueno,2022.81
85,472,2,Cobro/Pago (Cta externa),367.6914784,Bueno,2298.03
85,472,2,Cobro/Pago (Cta externa),276.1897815,Bueno,2231.99
85,472,2,Cobro/Pago (Cta externa),757.2672189,Muy Bueno,2950.58
85,472,2,Cobro/Pago (Cta externa),676.1598474,Regular,3535.83
85,472,2,Cobro/Pago (Cta externa),526.5817544,Muy Bueno,2120.88
85,472,2,Cobro/Pago (Cta externa),483.7975012,Bueno,2872.54
85,472,2,Cobro/Pago (Cta externa),152.2657918,Bueno,1392.69
85,472,2,Cobro/Pago (Cta externa),428.6009923,Muy Bueno,3518.89
85,472,2,Cobro/Pago (Cta externa),324.5327977,Bueno,2975.22
85,472,2,Cobro/Pago (Cta externa),383.366712,Bueno,1271.08
85,472,2,Cobro/Pago (Cta externa),101.6774452,Muy Bueno,1206.34
85,472,2,Cobro/Pago (Cta externa),150.7710751,Regular,1492.07
85,472,2,Cobro/Pago (Cta externa),363.9219486,Muy Bueno,2000.72
85,472,2,Cobro/Pago (Cta externa),83.83447937,Muy Bueno,2366.32
85,472,2,Cobro/Pago (Cta externa),251.6040353,Bueno,2732.98
85,472,2,Cobro/Pago (Cta externa),625.2003762,Regular,1099.01
85,472,2,Cobro/Pago (Cta externa),103.9164165,Bueno,1473.5
85,472,2,Cobro/Pago (Cta externa),233.0825768,Regular,2806.57
85,472,2,Cobro/Pago (Cta externa),111.5207585,Muy Bueno,2058.75
85,472,2,Cobro/Pago (Cta externa),228.3890681,Bueno,2534.17
85,472,2,Cobro/Pago (Cta externa),305.4039638,Bueno,3146.67
85,472,2,Cobro/Pago (Cta externa),176.8600416,Muy Bueno,2401.07
85,472,2,Cobro/Pago (Cta externa),282.4412168,Muy Bueno,1894.5
85,472,2,Cobro/Pago (Cta externa),60.91548677,Muy Bueno,675.76
85,472,2,Cobro/Pago (Cta externa),97.21299291,Bueno,1615.15
85,472,2,Cobro/Pago (Cta externa),294.6298331,Bueno,3670.91
85,472,2,Cobro/Pago (Cta externa),134.7916171,Muy Bueno,1990.25
85,472,2,Cobro/Pago (Cta externa),331.6145188,Bueno,2749.93
85,472,2,Cobro/Pago (Cta externa),454.7931638,Regular,2958.39
85,472,2,Cobro/Pago (Cta externa),284.5833474,Muy Bueno,2430.29
85,472,2,Cobro/Pago (Cta externa),171.5216888,Muy Bueno,2198.26
85,472,2,Cobro/Pago (Cta externa),639.4182419,Bueno,3892.85
85,472,2,Cobro/Pago (Cta externa),809.0606524,Muy Bueno,2824.86
85,472,2,Cobro/Pago (Cta externa),144.4528359,Bueno,2087.86
85,472,2,Cobro/Pago (Cta externa),408.1396523,Regular,2411.86
85,472,2,Cobro/Pago (Cta externa),257.8382344,Muy Bueno,1115.32
85,472,2,Cobro/Pago (Cta externa),316.4332589,Bueno,2468.89
85,472,2,Cobro/Pago (Cta externa),305.1782916,Muy Bueno,3888.66
85,472,2,Cobro/Pago (Cta externa),309.0371024,Muy Bueno,2417.32
85,472,2,Cobro/Pago (Cta externa),108.4050281,Bueno,2012.96
85,472,2,Cobro/Pago (Cta externa),834.5544044,Bueno,3176.49
85,472,2,Cobro/Pago (Cta externa),241.2488449,Regular,2374.34
85,472,2,Cobro/Pago (Cta externa),316.2842707,Muy Bueno,2311.49
85,472,2,Cobro/Pago (Cta externa),77.77770346,Bueno,1751.61
85,472,2,Cobro/Pago (Cta externa),679.9163229,Muy Bueno,3486.15
85,472,2,Cobro/Pago (Cta externa),785.1055332,Muy Bueno,4312.6
85,472,2,Cobro/Pago (Cta externa),237.0167954,Muy Bueno,995.05
85,472,2,Cobro/Pago (Cta externa),697.1820181,Regular,2582.61
85,472,2,Cobro/Pago (Cta externa),213.8223369,Muy Bueno,1370.56
85,472,2,Cobro/Pago (Cta externa),401.5525665,Muy Bueno,3257.06
85,472,2,Cobro/Pago (Cta externa),316.6694478,Bueno,3079.96
85,472,2,Cobro/Pago (Cta externa),281.4234999,Muy Bueno,799.08
85,472,2,Cobro/Pago (Cta externa),358.2631288,Bueno,894.33
85,472,2,Cobro/Pago (Cta externa),374.7597658,Regular,2652.63
85,472,2,Cobro/Pago (Cta externa),164.6435383,Muy Bueno,2013.62
85,472,2,Cobro/Pago (Cta externa),344.7542506,Bueno,1866.95
85,472,2,Cobro/Pago (Cta externa),255.5148622,Bueno,1523.2
85,472,2,Cobro/Pago (Cta externa),318.3133469,Muy Bueno,3187.37
85,472,2,Cobro/Pago (Cta externa),310.9259039,Regular,2194.35
85,472,2,Cobro/Pago (Cta externa),176.2935535,Regular,2284.44
85,472,2,Cobro/Pago (Cta externa),660.1984324,Muy Bueno,2307.95
85,472,2,Cobro/Pago (Cta externa),351.1761243,Muy Bueno,2453.56
85,472,2,Cobro/Pago (Cta externa),126.1672965,Muy Bueno,2140.95
85,472,2,Cobro/Pago (Cta externa),223.1764976,Muy Bueno,1963.9
85,472,2,Cobro/Pago (Cta externa),166.0974418,Bueno,2959.44
85,472,2,Cobro/Pago (Cta externa),238.4660833,Regular,2852.3
85,472,2,Cobro/Pago (Cta externa),206.686023,Muy Bueno,2402.69
85,472,2,Cobro/Pago (Cta externa),138.1502023,Muy Bueno,2124.85
85,472,2,Cobro/Pago (Cta externa),102.233228,Bueno,1334.39
85,472,2,Cobro/Pago (Cta externa),263.805716,Bueno,2484.53
85,472,2,Cobro/Pago (Cta externa),172.4175445,Bueno,2150.57
85,472,2,Cobro/Pago (Cta externa),152.1885903,Regular,1023.95
85,472,2,Cobro/Pago (Cta externa),208.3093384,Regular,1828.3
85,472,2,Cobro/Pago (Cta externa),344.5321402,Muy Bueno,1999.01
85,472,2,Cobro/Pago (Cta externa),196.6371905,Muy Bueno,2632.07
85,472,2,Cobro/Pago (Cta externa),330.1006736,Muy Bueno,2276.99
85,472,2,Cobro/Pago (Cta externa),263.4147996,Bueno,1140.49
85,472,2,Cobro/Pago (Cta externa),250.1631849,Bueno,3026.59
85,472,2,Cobro/Pago (Cta externa),99.88818992,Bueno,2031.24
85,472,2,Cobro/Pago (Cta externa),166.8605995,Bueno,1559.68
85,472,2,Cobro/Pago (Cta externa),403.289996,Bueno,2284.79
85,472,2,Cobro/Pago (Cta externa),441.8554744,Regular,1651.39
85,472,2,Cobro/Pago (Cta externa),632.1634226,Regular,4099.17
85,472,2,Cobro/Pago (Cta externa),230.6291831,Bueno,1805.47
85,472,2,Cobro/Pago (Cta externa),319.1718108,Regular,2349.67
85,472,2,Cobro/Pago (Cta externa),320.2995967,Muy Bueno,2522.12
85,472,2,Cobro/Pago (Cta externa),362.5493561,Muy Bueno,2728.93
85,472,2,Cobro/Pago (Cta externa),130.2279298,Bueno,2473.91
85,472,2,Cobro/Pago (Cta externa),329.4804924,Regular,2407.74
85,472,2,Cobro/Pago (Cta externa),704.2115323,Regular,3733.82
85,472,2,Cobro/Pago (Cta externa),513.8764135,Muy Bueno,4635.6
85,472,2,Cobro/Pago (Cta externa),319.5410855,Muy Bueno,3070.71
85,472,2,Cobro/Pago (Cta externa),375.6719047,Bueno,4245.37
85,472,2,Cobro/Pago (Cta externa),313.1739039,Muy Bueno,2710.83
85,472,2,Cobro/Pago (Cta externa),653.952792,Bueno,3132.19
85,472,2,Cobro/Pago (Cta externa),201.1508911,Bueno,1797.68
85,472,2,Cobro/Pago (Cta externa),315.9888145,Bueno,4198.92
85,472,2,Cobro/Pago (Cta externa),647.6504721,Regular,4011.1
85,472,2,Cobro/Pago (Cta externa),676.4862567,Regular,2037.17
85,472,2,Cobro/Pago (Cta externa),99.1874377,Muy Bueno,2470.72
85,472,2,Cobro/Pago (Cta externa),374.526903,Muy Bueno,2028.75
85,472,2,Cobro/Pago (Cta externa),292.321854,Bueno,2235.53
85,472,2,Cobro/Pago (Cta externa),288.1885616,Bueno,2596.66
85,472,2,Cobro/Pago (Cta externa),216.2083612,Bueno,883.56
85,472,2,Cobro/Pago (Cta externa),306.1780884,Regular,986.29
85,472,2,Cobro/Pago (Cta externa),270.0797999,Muy Bueno,1355.9
85,472,2,Cobro/Pago (Cta externa),150.4563531,Bueno,961.79
85,472,2,Cobro/Pago (Cta externa),101.2197817,Bueno,1976.14
85,472,2,Cobro/Pago (Cta externa),246.210712,Bueno,1911.19
85,472,2,Cobro/Pago (Cta externa),567.7796893,Muy Bueno,3622.99
85,472,2,Cobro/Pago (Cta externa),495.3359152,Bueno,4576.57
85,472,2,Cobro/Pago (Cta externa),168.1881591,Bueno,1907.78
85,472,2,Cobro/Pago (Cta externa),340.9813542,Bueno,3046.65
85,472,2,Cobro/Pago (Cta externa),162.9888091,Regular,2088.87
85,472,2,Cobro/Pago (Cta externa),253.0463874,Muy Bueno,1069.46
85,472,2,Cobro/Pago (Cta externa),226.6823167,Muy Bueno,2128.7
85,472,2,Cobro/Pago (Cta externa),361.746795,Muy Bueno,2136.09
85,472,2,Cobro/Pago (Cta externa),161.8350917,Regular,1995.55
85,472,2,Cobro/Pago (Cta externa),193.8228087,Bueno,2621.95
85,472,2,Cobro/Pago (Cta externa),195.9503985,Muy Bueno,904.61
85,472,2,Cobro/Pago (Cta externa),465.431171,Bueno,4260.52
85,472,2,Cobro/Pago (Cta externa),277.3390493,Muy Bueno,3241.46
85,472,2,Cobro/Pago (Cta externa),243.1625452,Regular,2529.07
85,472,2,Cobro/Pago (Cta externa),744.5294989,Bueno,1561.05
85,472,2,Cobro/Pago (Cta externa),280.9376036,Muy Bueno,3150.27
85,472,2,Cobro/Pago (Cta externa),397.683218,Bueno,3009.07
85,472,2,Cobro/Pago (Cta externa),504.6724195,Bueno,2412.49
85,472,2,Cobro/Pago (Cta externa),286.1903646,Bueno,1840.14
85,472,2,Cobro/Pago (Cta externa),376.5847814,Muy Bueno,2245.06
85,472,2,Cobro/Pago (Cta externa),368.0067722,Bueno,3680.92
85,472,2,Cobro/Pago (Cta externa),372.02998,Bueno,2827.94
85,472,2,Cobro/Pago (Cta externa),194.4786543,Bueno,2245.43
85,472,2,Cobro/Pago (Cta externa),244.9340989,Muy Bueno,1240.96
85,472,2,Cobro/Pago (Cta externa),237.3755297,Muy Bueno,1987.28
85,472,2,Cobro/Pago (Cta externa),322.9359193,Bueno,2161.42
85,472,2,Cobro/Pago (Cta externa),366.1943819,Regular,2493.94
85,472,2,Cobro/Pago (Cta externa),141.5105978,Regular,1023.63
85,472,2,Cobro/Pago (Cta externa),128.3871342,Bueno,2384.14
85,472,2,Cobro/Pago (Cta externa),94.62540915,Regular,2343.88
85,472,2,Cobro/Pago (Cta externa),222.4293569,Muy Bueno,2354.11
85,472,2,Cobro/Pago (Cta externa),210.9348615,Bueno,1790.57
85,472,2,Cobro/Pago (Cta externa),146.3863348,Muy Bueno,2086.71
85,472,2,Cobro/Pago (Cta externa),242.5857214,Muy Bueno,2066.28
85,472,2,Cobro/Pago (Cta externa),339.5629529,Regular,2447.5
85,472,2,Cobro/Pago (Cta externa),524.7123572,Regular,1077.52
85,472,2,Cobro/Pago (Cta externa),336.999857,Muy Bueno,2148.58
85,472,2,Cobro/Pago (Cta externa),345.0403274,Bueno,2616.24
85,472,2,Cobro/Pago (Cta externa),570.8112318,Regular,2944.3
85,472,2,Cobro/Pago (Cta externa),516.762123,Muy Bueno,2220.43
85,472,2,Cobro/Pago (Cta externa),226.0942363,Muy Bueno,1904.15
85,472,2,Cobro/Pago (Cta externa),197.9592,Bueno,2109.78
85,472,2,Cobro/Pago (Cta externa),459.6200131,Bueno,2211.81
85,472,2,Cobro/Pago (Cta externa),398.1544699,Regular,2380.91
85,472,2,Cobro/Pago (Cta externa),287.5571072,Bueno,1275.95
85,472,2,Cobro/Pago (Cta externa),224.965451,Bueno,2013.79
85,472,2,Cobro/Pago (Cta externa),153.6940373,Muy Bueno,315.71
85,472,2,Cobro/Pago (Cta externa),347.4347059,Muy Bueno,2229.79
85,472,2,Cobro/Pago (Cta externa),232.1105244,Bueno,1200.05
85,472,2,Cobro/Pago (Cta externa),404.620655,Bueno,2472.82
85,472,2,Cobro/Pago (Cta externa),382.3726351,Muy Bueno,2262.35
85,472,2,Cobro/Pago (Cta externa),240.3607869,Bueno,2905.74
85,472,2,Cobro/Pago (Cta externa),208.520086,Bueno,3671.45
85,472,2,Cobro/Pago (Cta externa),275.0256039,Muy Bueno,2421.79
85,472,2,Cobro/Pago (Cta externa),303.1547543,Muy Bueno,3450.16
85,472,2,Cobro/Pago (Cta externa),303.4712596,Muy Bueno,3006.26
85,472,2,Cobro/Pago (Cta externa),205.7541889,Regular,2536.67
85,472,2,Cobro/Pago (Cta externa),482.1917091,Muy Bueno,3238.02
85,472,2,Cobro/Pago (Cta externa),255.5995083,Muy Bueno,1574.85
85,472,2,Cobro/Pago (Cta externa),524.7693876,Bueno,2079.28
85,472,2,Cobro/Pago (Cta externa),307.3971451,Bueno,3072.04
85,472,2,Cobro/Pago (Cta externa),197.0270434,Bueno,1693.68
85,472,2,Cobro/Pago (Cta externa),348.9585693,Regular,3088.12
85,472,2,Cobro/Pago (Cta externa),281.1834355,Bueno,2000.97
85,472,2,Cobro/Pago (Cta externa),429.2997294,Regular,4426.36
85,472,2,Cobro/Pago (Cta externa),387.0149135,Muy Bueno,3019.67
85,472,2,Cobro/Pago (Cta externa),159.1603091,Muy Bueno,3201.35
85,472,2,Cobro/Pago (Cta externa),907.7003864,Regular,5451.88
85,472,2,Cobro/Pago (Cta externa),170.4714679,Regular,2190.76
85,472,2,Cobro/Pago (Cta externa),229.3684208,Muy Bueno,2627.75
85,472,2,Cobro/Pago (Cta externa),327.9521495,Bueno,3484.62
85,472,2,Cobro/Pago (Cta externa),206.6438532,Muy Bueno,3231.79
85,472,2,Cobro/Pago (Cta externa),803.7127746,Muy Bueno,2042.68
85,472,2,Cobro/Pago (Cta externa),170.8696249,Muy Bueno,632.79
85,472,2,Cobro/Pago (Cta externa),440.9526441,Bueno,3311.49
85,472,2,Cobro/Pago (Cta externa),235.6440206,Regular,2889.02
85,472,2,Cobro/Pago (Cta externa),242.7433321,Muy Bueno,2328.1
85,472,2,Cobro/Pago (Cta externa),181.106287,Muy Bueno,1905.36
85,472,2,Cobro/Pago (Cta externa),97.4587373,Regular,2393.93
85,472,2,Cobro/Pago (Cta externa),96.56588538,Muy Bueno,1678.14
85,472,2,Cobro/Pago (Cta externa),206.7342031,Muy Bueno,1156.94
85,472,2,Cobro/Pago (Cta externa),381.7594035,Regular,2042.46
85,472,2,Cobro/Pago (Cta externa),640.4499645,Muy Bueno,3253.53
85,472,2,Cobro/Pago (Cta externa),325.6727866,Bueno,2794.09
85,472,2,Cobro/Pago (Cta externa),712.209929,Regular,5141.12
85,472,2,Cobro/Pago (Cta externa),303.2110586,Muy Bueno,2491.28
85,472,2,Cobro/Pago (Cta externa),795.6756951,Muy Bueno,3210.48
85,472,2,Cobro/Pago (Cta externa),243.6842295,Bueno,2843.27
85,472,2,Cobro/Pago (Cta externa),337.4904896,Muy Bueno,2744.28
85,472,2,Cobro/Pago (Cta externa),109.7204714,Regular,1162.18
85,472,2,Cobro/Pago (Cta externa),143.1594986,Regular,1599.4
85,472,2,Cobro/Pago (Cta externa),304.1096641,Muy Bueno,2219.93
85,472,2,Cobro/Pago (Cta externa),115.5676722,Muy Bueno,2012.9
85,472,2,Cobro/Pago (Cta externa),224.8187935,Muy Bueno,2146.98
85,472,2,Cobro/Pago (Cta externa),163.1716871,Muy Bueno,1618.57
85,472,2,Cobro/Pago (Cta externa),217.4939819,Bueno,2580.01
85,472,2,Cobro/Pago (Cta externa),419.929809,Bueno,2662.71
85,472,2,Cobro/Pago (Cta externa),121.2801414,Regular,2390.24
85,472,2,Cobro/Pago (Cta externa),262.3921741,Bueno,1896.47
85,472,2,Cobro/Pago (Cta externa),118.427036,Muy Bueno,922.38
85,472,2,Cobro/Pago (Cta externa),133.2037452,Muy Bueno,1407.83
85,472,2,Cobro/Pago (Cta externa),424.4040371,Muy Bueno,3570.57
85,472,2,Cobro/Pago (Cta externa),229.1653628,Muy Bueno,3036.42
85,472,2,Cobro/Pago (Cta externa),486.8467287,Bueno,2337.52
85,472,2,Cobro/Pago (Cta externa),139.7756064,Muy Bueno,2259.23
85,472,2,Cobro/Pago (Cta externa),272.665656,Bueno,2484.99
85,472,2,Cobro/Pago (Cta externa),494.409449,Bueno,4402.44
85,472,2,Cobro/Pago (Cta externa),150.1046379,Bueno,2244.99
85,472,2,Cobro/Pago (Cta externa),492.5041891,Muy Bueno,2876.81
85,472,2,Cobro/Pago (Cta externa),302.7538119,Muy Bueno,2711.87
85,472,2,Cobro/Pago (Cta externa),301.6465269,Bueno,2547.07
85,472,2,Cobro/Pago (Cta externa),331.9555299,Bueno,2581.04
85,472,2,Cobro/Pago (Cta externa),145.5613682,Muy Bueno,2498.15
85,472,2,Cobro/Pago (Cta externa),420.4616432,Bueno,3931.85
85,472,2,Cobro/Pago (Cta externa),488.1821711,Muy Bueno,5058.3
85,472,2,Cobro/Pago (Cta externa),239.7714203,Muy Bueno,529.04
85,472,2,Cobro/Pago (Cta externa),285.7340779,Bueno,2768.68
85,472,2,Cobro/Pago (Cta externa),524.7510805,Bueno,3984.81
85,472,2,Cobro/Pago (Cta externa),509.8548842,Muy Bueno,2681.68
85,472,2,Cobro/Pago (Cta externa),238.6214439,Muy Bueno,3230.37
85,472,2,Cobro/Pago (Cta externa),75.51778109,Bueno,1012.56
85,472,2,Cobro/Pago (Cta externa),462.8871084,Muy Bueno,2283.57
85,472,2,Cobro/Pago (Cta externa),559.7051223,Bueno,2951.69
85,472,2,Cobro/Pago (Cta externa),375.7589792,Bueno,2783.31
85,472,2,Cobro/Pago (Cta externa),738.2291128,Regular,3622.67
85,472,2,Cobro/Pago (Cta externa),419.0870394,Regular,2256.43
85,472,2,Cobro/Pago (Cta externa),230.9072713,Regular,2641.62
85,472,2,Cobro/Pago (Cta externa),252.5156412,Bueno,2334.19
85,472,2,Cobro/Pago (Cta externa),502.8877145,Muy Bueno,2772.29
85,472,2,Cobro/Pago (Cta externa),162.302362,Muy Bueno,2128.5
85,472,2,Cobro/Pago (Cta externa),517.1346637,Muy Bueno,2375.21
85,472,2,Cobro/Pago (Cta externa),205.1167391,Muy Bueno,2029.18
85,472,2,Cobro/Pago (Cta externa),169.2811169,Regular,722.28
85,472,2,Cobro/Pago (Cta externa),284.3363112,Bueno,3669.6
85,472,2,Cobro/Pago (Cta externa),292.6600678,Bueno,678.82
85,472,2,Cobro/Pago (Cta externa),155.2044907,Regular,2190.63
85,472,2,Cobro/Pago (Cta externa),295.7222208,Bueno,1473.29
85,472,2,Cobro/Pago (Cta externa),105.5179092,Bueno,2706.98
85,472,2,Cobro/Pago (Cta externa),481.9435671,Regular,2615.06
85,472,2,Cobro/Pago (Cta externa),257.641884,Bueno,2978.94
85,472,2,Cobro/Pago (Cta externa),220.2610447,Bueno,2639.78
85,472,2,Cobro/Pago (Cta externa),240.4910598,Bueno,2870.66
85,472,2,Cobro/Pago (Cta externa),700.0846152,Bueno,2439.14
85,472,2,Cobro/Pago (Cta externa),194.0001855,Regular,560.82
85,472,2,Cobro/Pago (Cta externa),187.7175643,Bueno,2900.72
85,472,2,Cobro/Pago (Cta externa),534.1975464,Regular,2377.21
85,472,2,Cobro/Pago (Cta externa),272.6275793,Muy Bueno,1419.48
85,472,2,Cobro/Pago (Cta externa),219.6917319,Muy Bueno,2123.53
85,472,2,Cobro/Pago (Cta externa),273.1876341,Bueno,1182.77
85,472,2,Cobro/Pago (Cta externa),89.4841402,Bueno,2126.44
85,472,2,Cobro/Pago (Cta externa),190.2286479,Muy Bueno,1954.42
85,472,2,Cobro/Pago (Cta externa),165.8914196,Muy Bueno,2037.08
85,472,2,Cobro/Pago (Cta externa),744.4148122,Regular,3298.85
85,472,2,Cobro/Pago (Cta externa),326.1319703,Regular,2439.23
85,472,2,Cobro/Pago (Cta externa),203.3177816,Regular,3265.2
85,472,2,Cobro/Pago (Cta externa),579.0657326,Muy Bueno,2795.89
85,472,2,Cobro/Pago (Cta externa),410.9242713,Regular,952.7
85,472,2,Cobro/Pago (Cta externa),281.2181293,Muy Bueno,2212.19
85,472,2,Cobro/Pago (Cta externa),295.0175569,Muy Bueno,2215.85
85,472,2,Cobro/Pago (Cta externa),622.5756582,Muy Bueno,4200.11
85,472,2,Cobro/Pago (Cta externa),591.3248931,Regular,5263.05
85,472,2,Cobro/Pago (Cta externa),246.1178774,Muy Bueno,3586.67
85,472,2,Cobro/Pago (Cta externa),253.7003928,Muy Malo,2649.42
85,472,2,Cobro/Pago (Cta externa),431.2453907,Muy Malo,3109.68
85,472,2,Cobro/Pago (Cta externa),270.7225681,Muy Bueno,1308.68
85,472,2,Cobro/Pago (Cta externa),717.5511976,Muy Bueno,2109.41
85,472,2,Cobro/Pago (Cta externa),409.3840172,Muy Bueno,1591.64
85,472,2,Cobro/Pago (Cta externa),191.8129826,Muy Malo,2602.3
85,472,2,Cobro/Pago (Cta externa),209.4649468,Muy Bueno,1517.94
85,472,2,Cobro/Pago (Cta externa),91.15681858,Regular,2500.12
85,472,2,Cobro/Pago (Cta externa),452.3444574,Regular,3927.92
85,472,2,Cobro/Pago (Cta externa),354.4088974,Regular,2255.99
85,472,2,Cobro/Pago (Cta externa),427.1201005,Bueno,3077.59
85,472,2,Cobro/Pago (Cta externa),183.7507596,Muy Bueno,1166.76
85,472,2,Cobro/Pago (Cta externa),106.4613726,Regular,2159.1
85,472,2,Cobro/Pago (Cta externa),563.6519914,Malo,3335.04
85,472,2,Cobro/Pago (Cta externa),136.7926295,Muy Bueno,1356.18
85,472,2,Cobro/Pago (Cta externa),381.4804775,Muy Bueno,2775.65
85,472,2,Cobro/Pago (Cta externa),111.9621471,Regular,2318.04
85,472,2,Cobro/Pago (Cta externa),163.132567,Bueno,1063.33
85,472,2,Cobro/Pago (Cta externa),107.3098901,Regular,1145.31
85,472,2,Cobro/Pago (Cta externa),474.6513886,Bueno,4073.57
85,472,2,Cobro/Pago (Cta externa),675.033642,Muy Malo,3941.48
85,472,2,Cobro/Pago (Cta externa),328.70393,Bueno,1877.02
85,472,2,Cobro/Pago (Cta externa),303.6884087,Bueno,2069.32
85,472,2,Cobro/Pago (Cta externa),457.3344949,Regular,2034.34
85,472,2,Cobro/Pago (Cta externa),260.5923709,Bueno,2451.32
