Sucursal;Cajero;ID_Transaccion;Transaccion;Tiempo_Servicio_seg;Satisfaccion
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Regular
85;472;2;Cobro/Pago (Cta externa);34;Regular
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Bueno
85;472;2;Cobro/Pago (Cta externa);34;Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Regular
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Regular
85;472;2;Cobro/Pago (Cta externa);34;Regular
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Regular
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);34;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);35;Bueno
85;472;2;Cobro/Pago (Cta externa);35;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Regular
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);36;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Bueno
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Regular
85;472;2;Cobro/Pago (Cta externa);37;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Regular
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Bueno
85;472;2;Cobro/Pago (Cta externa);38;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);39;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);39;Bueno
85;472;2;Cobro/Pago (Cta externa);39;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);39;Bueno
85;472;2;Cobro/Pago (Cta externa);39;Bueno
85;472;2;Cobro/Pago (Cta externa);39;Regular
85;472;2;Cobro/Pago (Cta externa);39;Regular
85;472;2;Cobro/Pago (Cta externa);39;Regular
85;472;2;Cobro/Pago (Cta externa);39;Bueno
85;472;2;Cobro/Pago (Cta externa);39;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);39;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);39;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);39;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);39;Regular
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Regular
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Regular
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Regular
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);40;Regular
85;472;2;Cobro/Pago (Cta externa);40;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);40;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);40;Bueno
85;472;2;Cobro/Pago (Cta externa);41;Bueno
85;472;2;Cobro/Pago (Cta externa);41;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);41;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);41;Regular
85;472;2;Cobro/Pago (Cta externa);41;Regular
85;472;2;Cobro/Pago (Cta externa);41;Regular
85;472;2;Cobro/Pago (Cta externa);41;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);41;Regular
85;472;2;Cobro/Pago (Cta externa);41;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);41;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);41;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);41;Regular
85;472;2;Cobro/Pago (Cta externa);42;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);42;Muy Malo
85;472;2;Cobro/Pago (Cta externa);42;Muy Malo
85;472;2;Cobro/Pago (Cta externa);42;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);42;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);42;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);42;Muy Malo
85;472;2;Cobro/Pago (Cta externa);42;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);42;Regular
85;472;2;Cobro/Pago (Cta externa);42;Regular
85;472;2;Cobro/Pago (Cta externa);42;Regular
85;472;2;Cobro/Pago (Cta externa);42;Bueno
85;472;2;Cobro/Pago (Cta externa);42;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);42;Regular
85;472;2;Cobro/Pago (Cta externa);43;Malo
85;472;2;Cobro/Pago (Cta externa);43;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);43;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);44;Regular
85;472;2;Cobro/Pago (Cta externa);44;Bueno
85;472;2;Cobro/Pago (Cta externa);44;Regular
85;472;2;Cobro/Pago (Cta externa);44;Bueno
85;472;2;Cobro/Pago (Cta externa);44;Muy Malo
85;472;2;Cobro/Pago (Cta externa);44;Bueno
85;472;2;Cobro/Pago (Cta externa);44;Bueno
85;472;2;Cobro/Pago (Cta externa);44;Regular
85;472;2;Cobro/Pago (Cta externa);44;Bueno
85;472;2;Cobro/Pago (Cta externa);44;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);44;Regular
85;472;2;Cobro/Pago (Cta externa);44;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);44;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);45;Muy Malo
85;472;2;Cobro/Pago (Cta externa);45;Malo
85;472;2;Cobro/Pago (Cta externa);45;Regular
85;472;2;Cobro/Pago (Cta externa);45;Bueno
85;472;2;Cobro/Pago (Cta externa);45;Malo
85;472;2;Cobro/Pago (Cta externa);45;Bueno
85;472;2;Cobro/Pago (Cta externa);45;Bueno
85;472;2;Cobro/Pago (Cta externa);46;Bueno
85;472;2;Cobro/Pago (Cta externa);46;Bueno
85;472;2;Cobro/Pago (Cta externa);46;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);46;Muy Malo
85;472;2;Cobro/Pago (Cta externa);46;Regular
85;472;2;Cobro/Pago (Cta externa);46;Bueno
85;472;2;Cobro/Pago (Cta externa);46;Bueno
85;472;2;Cobro/Pago (Cta externa);46;Malo
85;472;2;Cobro/Pago (Cta externa);46;Regular
85;472;2;Cobro/Pago (Cta externa);46;Malo
85;472;2;Cobro/Pago (Cta externa);46;Malo
85;472;2;Cobro/Pago (Cta externa);46;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);46;Malo
85;472;2;Cobro/Pago (Cta externa);47;Bueno
85;472;2;Cobro/Pago (Cta externa);47;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);47;Regular
85;472;2;Cobro/Pago (Cta externa);47;Malo
85;472;2;Cobro/Pago (Cta externa);47;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);47;Bueno
85;472;2;Cobro/Pago (Cta externa);47;Malo
85;472;2;Cobro/Pago (Cta externa);47;Muy Malo
85;472;2;Cobro/Pago (Cta externa);47;Bueno
85;472;2;Cobro/Pago (Cta externa);47;Muy Malo
85;472;2;Cobro/Pago (Cta externa);48;Bueno
85;472;2;Cobro/Pago (Cta externa);48;Malo
85;472;2;Cobro/Pago (Cta externa);48;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);48;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);48;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);48;Bueno
85;472;2;Cobro/Pago (Cta externa);48;Muy Malo
85;472;2;Cobro/Pago (Cta externa);48;Malo
85;472;2;Cobro/Pago (Cta externa);48;Malo
85;472;2;Cobro/Pago (Cta externa);49;Regular
85;472;2;Cobro/Pago (Cta externa);49;Regular
85;472;2;Cobro/Pago (Cta externa);49;Malo
85;472;2;Cobro/Pago (Cta externa);49;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);49;Regular
85;472;2;Cobro/Pago (Cta externa);49;Malo
85;472;2;Cobro/Pago (Cta externa);49;Muy Malo
85;472;2;Cobro/Pago (Cta externa);50;Bueno
85;472;2;Cobro/Pago (Cta externa);50;Muy Malo
85;472;2;Cobro/Pago (Cta externa);50;Bueno
85;472;2;Cobro/Pago (Cta externa);50;Bueno
85;472;2;Cobro/Pago (Cta externa);51;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);51;Bueno
85;472;2;Cobro/Pago (Cta externa);51;Muy Malo
85;472;2;Cobro/Pago (Cta externa);51;Malo
85;472;2;Cobro/Pago (Cta externa);51;Regular
85;472;2;Cobro/Pago (Cta externa);51;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);52;Bueno
85;472;2;Cobro/Pago (Cta externa);52;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);52;Bueno
85;472;2;Cobro/Pago (Cta externa);52;Regular
85;472;2;Cobro/Pago (Cta externa);52;Regular
85;472;2;Cobro/Pago (Cta externa);52;Muy Malo
85;472;2;Cobro/Pago (Cta externa);52;Malo
85;472;2;Cobro/Pago (Cta externa);53;Bueno
85;472;2;Cobro/Pago (Cta externa);54;Muy Malo
85;472;2;Cobro/Pago (Cta externa);54;Regular
85;472;2;Cobro/Pago (Cta externa);54;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);54;Regular
85;472;2;Cobro/Pago (Cta externa);54;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);54;Malo
85;472;2;Cobro/Pago (Cta externa);54;Regular
85;472;2;Cobro/Pago (Cta externa);54;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);54;Malo
85;472;2;Cobro/Pago (Cta externa);56;Regular
85;472;2;Cobro/Pago (Cta externa);56;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);56;Bueno
85;472;2;Cobro/Pago (Cta externa);57;Regular
85;472;2;Cobro/Pago (Cta externa);57;Regular
85;472;2;Cobro/Pago (Cta externa);58;Malo
85;472;2;Cobro/Pago (Cta externa);58;Muy Malo
85;472;2;Cobro/Pago (Cta externa);58;Malo
85;472;2;Cobro/Pago (Cta externa);59;Malo
85;472;2;Cobro/Pago (Cta externa);59;Malo
85;472;2;Cobro/Pago (Cta externa);59;Regular
85;472;2;Cobro/Pago (Cta externa);59;Bueno
85;472;2;Cobro/Pago (Cta externa);60;Regular
85;472;2;Cobro/Pago (Cta externa);60;Regular
85;472;2;Cobro/Pago (Cta externa);62;Malo
85;472;2;Cobro/Pago (Cta externa);62;Regular
85;472;2;Cobro/Pago (Cta externa);62;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);62;Regular
85;472;2;Cobro/Pago (Cta externa);62;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);63;Bueno
85;472;2;Cobro/Pago (Cta externa);63;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);63;Malo
85;472;2;Cobro/Pago (Cta externa);64;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);64;Malo
85;472;2;Cobro/Pago (Cta externa);64;Malo
85;472;2;Cobro/Pago (Cta externa);65;Bueno
85;472;2;Cobro/Pago (Cta externa);66;Regular
85;472;2;Cobro/Pago (Cta externa);66;Muy Malo
85;472;2;Cobro/Pago (Cta externa);66;Muy Malo
85;472;2;Cobro/Pago (Cta externa);66;Malo
85;472;2;Cobro/Pago (Cta externa);68;Malo
85;472;2;Cobro/Pago (Cta externa);68;Regular
85;472;2;Cobro/Pago (Cta externa);69;Muy Malo
85;472;2;Cobro/Pago (Cta externa);72;Regular
85;472;2;Cobro/Pago (Cta externa);72;Muy Malo
85;472;2;Cobro/Pago (Cta externa);72;Malo
85;472;2;Cobro/Pago (Cta externa);74;Bueno
85;472;2;Cobro/Pago (Cta externa);74;Regular
85;472;2;Cobro/Pago (Cta externa);76;Malo
85;472;2;Cobro/Pago (Cta externa);78;Malo
85;472;2;Cobro/Pago (Cta externa);80;Muy Malo
85;472;2;Cobro/Pago (Cta externa);84;Muy Malo
85;472;2;Cobro/Pago (Cta externa);86;Regular
85;472;2;Cobro/Pago (Cta externa);87;Bueno
85;472;2;Cobro/Pago (Cta externa);94;Muy Bueno
85;472;2;Cobro/Pago (Cta externa);98;Bueno
85;472;2;Cobro/Pago (Cta externa);114;Muy Malo
85;472;2;Cobro/Pago (Cta externa);215;Bueno
85;472;3;Deposito;40;Muy Bueno
85;472;3;Deposito;40;Muy Bueno
85;472;3;Deposito;41;Muy Bueno
85;472;3;Deposito;41;Muy Bueno
85;472;3;Deposito;41;Muy Bueno
85;472;3;Deposito;41;Muy Bueno
85;472;3;Deposito;41;Muy Bueno
85;472;3;Deposito;41;Regular
85;472;3;Deposito;41;Malo
85;472;3;Deposito;42;Bueno
85;472;3;Deposito;42;Muy Bueno
85;472;3;Deposito;42;Muy Bueno
85;472;3;Deposito;42;Muy Bueno
85;472;3;Deposito;42;Bueno
85;472;3;Deposito;42;Muy Bueno
85;472;3;Deposito;42;Muy Bueno
85;472;3;Deposito;42;Regular
85;472;3;Deposito;42;Muy Bueno
